categorie	anglais	francais	note	source
Pokémon	SNORLAX	RONFLEX		data/pokemon/names.asm
Pokémon	SNUBBULL	SNUBBULL	identique	data/pokemon/names.asm
Pokémon	SPEAROW	PIAFABEC		data/pokemon/names.asm
Pokémon	SPINARAK	MIMIGAL		data/pokemon/names.asm
Pokémon	SQUIRTLE	CARAPUCE		data/pokemon/names.asm
Pokémon	STANTLER	CERFROUSSE		data/pokemon/names.asm
Pokémon	STARMIE	STAROSS		data/pokemon/names.asm
Pokémon	STARYU	STARI		data/pokemon/names.asm
Pokémon	STEELIX	STEELIX	identique	data/pokemon/names.asm
Pokémon	SUDOWOODO	SIMULARBRE		data/pokemon/names.asm
Pokémon	SUICUNE	SUICUNE	identique	data/pokemon/names.asm
Pokémon	SUNFLORA	HELIATRONC		data/pokemon/names.asm
Pokémon	SUNKERN	TOURNEGRIN		data/pokemon/names.asm
Pokémon	SWINUB	MARCACRIN		data/pokemon/names.asm
Pokémon	TANGELA	SAQUEDENEU		data/pokemon/names.asm
Pokémon	TAUROS	TAUROS	identique	data/pokemon/names.asm
Pokémon	TEDDIURSA	TEDDIURSA	identique	data/pokemon/names.asm
Pokémon	TENTACOOL	TENTACOOL	identique	data/pokemon/names.asm
Pokémon	TENTACRUEL	TENTACRUEL	identique	data/pokemon/names.asm
Pokémon	TOGEPI	TOGEPI	identique	data/pokemon/names.asm
Pokémon	TOGETIC	TOGETIC	identique	data/pokemon/names.asm
Pokémon	TOTODILE	KAIMINUS		data/pokemon/names.asm
Pokémon	TYPHLOSION	TYPHLOSION	identique	data/pokemon/names.asm
Pokémon	TYRANITAR	TYRANOCIF		data/pokemon/names.asm
Pokémon	TYROGUE	DEBUGANT		data/pokemon/names.asm
Pokémon	UMBREON	NOCTALI		data/pokemon/names.asm
Pokémon	UNOWN	ZARBI		data/pokemon/names.asm
Pokémon	URSARING	URSARING	identique	data/pokemon/names.asm
Pokémon	VAPOREON	AQUALI		data/pokemon/names.asm
Pokémon	VENOMOTH	AEROMITE		data/pokemon/names.asm
Pokémon	VENONAT	MIMITOSS		data/pokemon/names.asm
Pokémon	VENUSAUR	FLORIZARRE		data/pokemon/names.asm
Pokémon	VICTREEBEL	EMPIFLOR		data/pokemon/names.asm
Pokémon	VILEPLUME	RAFFLESIA		data/pokemon/names.asm
Pokémon	VOLTORB	VOLTORBE		data/pokemon/names.asm
Pokémon	VULPIX	GOUPIX		data/pokemon/names.asm
Pokémon	WARTORTLE	CARABAFFE		data/pokemon/names.asm
Pokémon	WEEDLE	ASPICOT		data/pokemon/names.asm
Pokémon	WEEPINBELL	BOUSTIFLOR		data/pokemon/names.asm
Pokémon	WEEZING	SMOGOGO		data/pokemon/names.asm
Pokémon	WIGGLYTUFF	GRODOUDOU		data/pokemon/names.asm
Pokémon	WOBBUFFET	QULBUTOKE		data/pokemon/names.asm
Pokémon	WOOPER	AXOLOTO		data/pokemon/names.asm
Pokémon	XATU	XATU	identique	data/pokemon/names.asm
Pokémon	YANMA	YANMA	identique	data/pokemon/names.asm
Pokémon	ZAPDOS	ELECTHOR		data/pokemon/names.asm
Pokémon	ZUBAT	NOSFERAPTI		data/pokemon/names.asm
Statistique	ABILITY	APTITUDE		data/battle/stat_names.asm
Statistique	ACCURACY	PRECISION		data/battle/stat_names.asm
Statistique	ATTACK	ATTAQUE		data/battle/stat_names.asm
Statistique	DEFENSE	DEFENSE	identique	data/battle/stat_names.asm
Statistique	EVASION	ESQUIVE		data/battle/stat_names.asm
Statistique	SPCL.ATK	ATQ.SPE.		data/battle/stat_names.asm
Statistique	SPCL.DEF	DEF.SPE.		data/battle/stat_names.asm
Statistique	SPEED	VITESSE		data/battle/stat_names.asm
Type	???	???	identique	data/types/names.asm
Type	BUG	INSECTE		data/types/names.asm
Type	DARK	TENEBRES		data/types/names.asm
Type	DRAGON	DRAGON	identique	data/types/names.asm
Type	ELECTRIC	ELECTRIK		data/types/names.asm
Type	FIGHTING	COMBAT		data/types/names.asm
Type	FIRE	FEU		data/types/names.asm
Type	FLYING	VOL		data/types/names.asm
Type	GHOST	SPECTRE		data/types/names.asm
Type	GRASS	PLANTE		data/types/names.asm
Type	GROUND	SOL		data/types/names.asm
Type	ICE	GLACE		data/types/names.asm
Type	NORMAL	NORMAL	identique	data/types/names.asm
Type	POISON	POISON	identique	data/types/names.asm
Type	PSYCHIC	PSY		data/types/names.asm
Type	ROCK	ROCHE		data/types/names.asm
Type	STEEL	ACIER		data/types/names.asm
Type	WATER	EAU		data/types/names.asm
